t x_meas y_meas z_meas q0_meas q1_meas q2_meas q3_meas ax_meas ay_meas az_meas wx_meas wy_meas wz_meas x y z q0 q1 q2 q3 vx vy vz ax ay az wx wy wz Fd u1 u2 u3 u4 M1 M2 M3 qdes0 qdes1 qdes2 qdes3
25.225800 nan nan nan nan nan nan nan 5.390643 -1.540867 2.586456 -1.468512 -1.999030 0.788852 0.874537 -0.764013 0.528588 0.872660 0.300705 -0.369526 0.107198 0.047850 -1.843369 -0.789698 0.000000 0.000000 0.000000 -1.530703 -1.838504 0.591122 3.994192 0.000000 0.000000 0.000000 0.000000 -0.044631 0.848078 -0.174609 0.987259 -0.159072 -0.003990 0.000643
25.236482 nan nan nan nan nan nan nan 0.258406 1.074300 3.775604 -1.465849 -2.010748 0.821344 0.875048 -0.783704 0.520152 0.871076 0.293431 -0.379888 0.103970 0.056222 -1.852597 -0.824287 0.000000 0.000000 0.000000 -1.465543 -1.882899 0.586421 4.005752 0.000000 0.000000 0.000000 0.000000 -0.054179 0.867090 -0.170444 0.987273 -0.158965 -0.004653 0.000749
25.247193 nan nan nan nan nan nan nan 5.385858 -2.806580 9.194958 -1.293270 -1.742826 0.796842 0.875650 -0.803547 0.511323 0.869147 0.286425 -0.390375 0.100756 0.048729 -1.871957 -0.855614 0.000000 0.000000 0.000000 -1.432959 -1.843015 0.573476 3.968736 0.000000 0.000000 0.000000 0.000000 -0.056437 0.866365 -0.164359 0.987153 -0.159727 -0.004017 0.000650
25.257830 nan nan nan nan nan nan nan 6.486477 -0.648408 9.431831 -1.259181 -1.756142 0.959300 0.876168 -0.823459 0.502222 0.867125 0.279575 -0.400503 0.097617 0.047224 -1.897462 -0.876951 0.000000 0.000000 0.000000 -1.425292 -1.833716 0.615757 3.918218 0.000000 0.000000 0.000000 0.000000 -0.053359 0.872509 -0.171839 0.986913 -0.161207 -0.003877 0.000633
25.268632 nan nan nan nan nan nan nan 4.062722 0.212946 3.622474 -1.270367 -1.750283 0.771275 0.876678 -0.843955 0.492749 0.864913 0.272512 -0.410738 0.094641 0.036370 -1.923814 -0.893628 0.000000 0.000000 0.000000 -1.387227 -1.809871 0.595978 3.845499 0.000000 0.000000 0.000000 0.000000 -0.057728 0.875856 -0.164011 0.986644 -0.162861 -0.002987 0.000493
25.279361 nan nan nan nan nan nan nan 9.711771 1.655715 9.032258 -1.240006 -1.900490 0.849042 0.877069 -0.864596 0.483161 0.862582 0.265660 -0.420677 0.091696 0.031113 -1.950981 -0.906021 0.000000 0.000000 0.000000 -1.342294 -1.787640 0.611306 3.770328 0.000000 0.000000 0.000000 0.000000 -0.064253 0.878918 -0.164818 0.986345 -0.164674 -0.002555 0.000427
25.290114 nan nan nan nan nan nan nan 10.367357 -1.806452 8.474770 -1.075950 -1.091929 0.863956 0.877403 -0.885575 0.473419 0.860088 0.258913 -0.430469 0.088935 0.026230 -1.972302 -0.907044 0.000000 0.000000 0.000000 -1.267626 -1.614786 0.626443 3.685347 0.000000 0.000000 0.000000 0.000000 -0.078165 0.844229 -0.165698 0.986067 -0.166332 -0.002161 0.000364
25.300810 nan nan nan nan nan nan nan 10.226191 -0.715403 9.974963 -1.032805 -1.646949 0.782993 0.877684 -0.906670 0.463717 0.857771 0.252392 -0.439338 0.086656 0.023828 -1.999596 -0.905189 0.000000 0.000000 0.000000 -1.213290 -1.592095 0.629383 3.602526 0.000000 0.000000 0.000000 0.000000 -0.087664 0.846164 -0.163684 0.985697 -0.168513 -0.001966 0.000336
25.311483 nan nan nan nan nan nan nan 14.939714 -0.579022 11.101901 -1.147325 -1.853084 0.751034 0.877938 -0.928012 0.454056 0.855328 0.246083 -0.448007 0.084543 0.019912 -2.034189 -0.887435 0.000000 0.000000 0.000000 -1.187732 -1.606989 0.594451 3.490851 0.000000 0.000000 0.000000 0.000000 -0.091037 0.857387 -0.152046 0.985154 -0.171666 -0.001653 0.000288
25.322194 nan nan nan nan nan nan nan 13.501730 1.146080 13.343815 -1.064764 -1.088733 0.692976 0.878151 -0.949800 0.444551 0.852715 0.239929 -0.456661 0.082293 0.018510 -2.068700 -0.864136 0.000000 0.000000 0.000000 -1.148172 -1.483954 0.584313 3.373024 0.000000 0.000000 0.000000 0.000000 -0.098267 0.833852 -0.146389 0.984572 -0.174972 -0.001544 0.000274
25.332873 nan nan nan nan nan nan nan 12.183380 -1.464302 13.630934 -0.892719 -1.088733 0.825072 0.878349 -0.971892 0.435323 0.850264 0.233916 -0.464645 0.080249 0.007863 -2.103884 -0.830900 0.000000 0.000000 0.000000 -1.081712 -1.331191 0.586645 3.239972 0.000000 0.000000 0.000000 0.000000 -0.112608 0.802923 -0.144068 0.983918 -0.178617 -0.000693 0.000126
25.343686 nan nan nan nan nan nan nan 16.820338 -2.636702 8.462807 -0.861825 -1.169163 0.775004 0.878434 -0.994641 0.426338 0.847993 0.228036 -0.471953 0.078541 -0.003041 -2.146363 -0.792834 0.000000 0.000000 0.000000 -1.036540 -1.340576 0.575151 3.104130 0.000000 0.000000 0.000000 0.000000 -0.122381 0.811928 -0.138310 0.983118 -0.182972 0.000184 -0.000034
25.354288 nan nan nan nan nan nan nan 18.100406 0.086135 5.608374 -0.985400 -1.034403 0.775004 0.878402 -1.017397 0.417933 0.845614 0.222486 -0.479084 0.076909 -0.003935 -2.185330 -0.756894 0.000000 0.000000 0.000000 -1.023498 -1.229014 0.575017 2.985594 0.000000 0.000000 0.000000 0.000000 -0.124224 0.789846 -0.135307 0.982355 -0.187025 0.000256 -0.000049
25.365013 nan nan nan nan nan nan nan 16.226960 -1.839949 13.305533 -1.023750 -1.098321 0.751034 0.878359 -1.040835 0.409815 0.843406 0.216865 -0.485745 0.075418 0.004666 -2.219769 -0.716322 0.000000 0.000000 0.000000 -0.999954 -1.090802 0.577371 2.892014 0.000000 0.000000 0.000000 0.000000 -0.128519 0.760031 -0.132897 0.981609 -0.190903 -0.000439 0.000085
25.375677 nan nan nan nan nan nan nan 17.234266 2.217988 7.905319 -0.842117 -0.704161 0.649831 0.878409 -1.064506 0.402176 0.841474 0.211304 -0.491703 0.074160 0.009253 -2.256625 -0.669754 0.000000 0.000000 0.000000 -0.957527 -1.017337 0.573848 2.797857 0.000000 0.000000 0.000000 0.000000 -0.137916 0.746031 -0.129153 0.980767 -0.195178 -0.000814 0.000162
25.386412 nan nan nan nan nan nan nan 16.004443 -0.325401 9.829011 -0.762220 -0.355809 0.734522 0.878509 -1.088731 0.394986 0.839619 0.205863 -0.497313 0.073069 0.012152 -2.283324 -0.623411 0.000000 0.000000 0.000000 -0.929805 -0.882638 0.560321 2.714570 0.000000 0.000000 0.000000 0.000000 -0.143045 0.716644 -0.123271 0.980055 -0.198722 -0.001055 0.000214
25.397085 nan nan nan nan nan nan nan 14.425294 -2.859218 7.821577 -0.755828 -0.431978 0.713216 0.878638 -1.113101 0.388333 0.838057 0.200548 -0.502232 0.072140 0.010622 -2.316323 -0.578463 0.000000 0.000000 0.000000 -0.907958 -0.747760 0.551384 2.631999 0.000000 0.000000 0.000000 0.000000 -0.147235 0.686851 -0.118623 0.979234 -0.202731 -0.000934 0.000193
25.407813 nan nan nan nan nan nan nan 14.525785 -2.325657 5.206409 -0.982204 -0.596034 0.805897 0.878752 -1.137951 0.382127 0.836785 0.195266 -0.506526 0.071367 0.018159 -2.344465 -0.540751 0.000000 0.000000 0.000000 -0.905204 -0.668578 0.557220 2.586356 0.000000 0.000000 0.000000 0.000000 -0.146189 0.667144 -0.117837 0.978515 -0.206170 -0.001557 0.000328
25.418434 nan nan nan nan nan nan nan 14.762658 -1.162828 5.737577 -0.872478 -0.401084 0.739849 0.878945 -1.162851 0.376384 0.835696 0.189994 -0.510406 0.070713 0.024631 -2.376683 -0.509558 0.000000 0.000000 0.000000 -0.877696 -0.540325 0.557958 2.549276 0.000000 0.000000 0.000000 0.000000 -0.151429 0.635081 -0.115866 0.977759 -0.209719 -0.002093 0.000449
25.429122 nan nan nan nan nan nan nan 12.515958 -1.232215 6.785559 -0.755296 -0.174176 0.642374 0.879208 -1.188253 0.370937 0.834886 0.184753 -0.513708 0.070261 0.033953 -2.405093 -0.481217 0.000000 0.000000 0.000000 -0.859324 -0.443090 0.558453 2.533235 0.000000 0.000000 0.000000 0.000000 -0.154062 0.610773 -0.114090 0.977069 -0.212902 -0.002866 0.000625
25.439752 nan nan nan nan nan nan nan 12.113993 -1.648537 3.876095 -0.675931 -0.024502 0.688182 0.879569 -1.213819 0.365822 0.834297 0.179577 -0.516534 0.069956 0.042283 -2.428807 -0.457134 0.000000 0.000000 0.000000 -0.841957 -0.381718 0.551848 2.530930 0.000000 0.000000 0.000000 0.000000 -0.156034 0.595429 -0.110862 0.976476 -0.215597 -0.003559 0.000786
25.450456 nan nan nan nan nan nan nan 10.269259 -0.380432 4.680026 -0.709488 -0.001598 0.719608 0.880022 -1.239817 0.360929 0.833830 0.174432 -0.519075 0.069725 0.049955 -2.452816 -0.438769 0.000000 0.000000 0.000000 -0.831882 -0.303242 0.554006 2.536971 0.000000 0.000000 0.000000 0.000000 -0.156047 0.575811 -0.109972 0.975912 -0.218124 -0.004196 0.000938
25.461054 nan nan nan nan nan nan nan 10.726255 -0.648408 2.993207 -0.792581 0.081495 0.720673 0.880551 -1.265812 0.356279 0.833548 0.169342 -0.521227 0.069603 0.056002 -2.471839 -0.427516 0.000000 0.000000 0.000000 -0.796741 -0.177773 0.542180 2.556292 0.000000 0.000000 0.000000 0.000000 -0.161787 0.544443 -0.105940 0.975481 -0.220030 -0.004697 0.001059
25.471712 nan nan nan nan nan nan nan 6.041444 0.899637 2.947746 -0.773406 0.421858 0.768612 0.881148 -1.292157 0.351722 0.833560 0.164361 -0.522794 0.069637 0.065597 -2.486115 -0.420476 0.000000 0.000000 0.000000 -0.775401 -0.027509 0.549491 2.598101 0.000000 0.000000 0.000000 0.000000 -0.163705 0.506877 -0.106981 0.975159 -0.221434 -0.005489 0.001246
25.482704 nan nan nan nan nan nan nan -4.558000 0.741722 -8.989190 -0.810158 2.090645 1.092462 0.881869 -1.319484 0.347100 0.833960 0.159238 -0.523706 0.069901 0.069171 -2.493953 -0.429667 0.000000 0.000000 0.000000 -0.783150 0.379384 0.629732 2.661752 0.000000 0.000000 0.000000 0.000000 -0.157195 0.405154 -0.126954 0.975078 -0.221782 -0.005775 0.001313
25.493474 nan nan nan nan nan nan nan -1.777740 0.392395 -0.043068 -0.689247 4.249469 1.394474 0.882614 -1.346344 0.342473 0.835450 0.153799 -0.522828 0.070844 0.083822 -2.490240 -0.475267 0.000000 0.000000 0.000000 -0.786311 1.148382 0.756549 2.821252 0.000000 0.000000 0.000000 0.000000 -0.149463 0.212904 -0.159803 0.975478 -0.219983 -0.006940 0.001565
25.504178 nan nan nan nan nan nan nan 4.830763 0.928349 6.586969 -0.678061 4.813544 1.561193 0.883511 -1.373000 0.337386 0.838994 0.147726 -0.518596 0.072969 0.086392 -2.486734 -0.526682 0.000000 0.000000 0.000000 -0.780961 2.015643 0.908569 3.042474 0.000000 0.000000 0.000000 0.000000 -0.142961 -0.003911 -0.200389 0.975917 -0.218022 -0.007103 0.001587
25.514861 nan nan nan nan nan nan nan 13.630934 -0.279940 1.856697 -0.883664 4.941380 1.690094 0.884434 -1.399565 0.331759 0.844773 0.140913 -0.510544 0.076462 0.085293 -2.486115 -0.566257 0.000000 0.000000 0.000000 -0.796814 2.888837 1.081479 3.334650 0.000000 0.000000 0.000000 0.000000 -0.130914 -0.222209 -0.247357 0.976211 -0.216704 -0.006977 0.001549
25.525551 nan nan nan nan nan nan nan 10.085025 0.165093 3.933518 -1.028012 4.806620 1.491948 0.885346 -1.426142 0.325706 0.852691 0.133164 -0.498568 0.081335 0.090218 -2.491274 -0.574564 0.000000 0.000000 0.000000 -0.844215 3.673354 1.206940 3.696565 0.000000 0.000000 0.000000 0.000000 -0.111404 -0.424970 -0.283182 0.976168 -0.216883 -0.007365 0.001636
25.536242 nan nan nan nan nan nan nan 16.303525 -6.156291 -2.375903 -1.334284 4.805554 1.679973 0.886311 -1.452776 0.319563 0.862364 0.124474 -0.482943 0.087182 0.101868 -2.496152 -0.576713 0.000000 0.000000 0.000000 -0.943277 4.152131 1.302785 4.144229 0.000000 0.000000 0.000000 0.000000 -0.078284 -0.558096 -0.312438 0.976079 -0.217251 -0.008301 0.001848
25.546938 nan nan nan nan nan nan nan 14.006580 -1.717924 8.446059 -1.533495 4.710743 1.647482 0.887400 -1.479475 0.313395 0.872861 0.114790 -0.464968 0.093491 0.140633 -2.508301 -0.571136 0.000000 0.000000 0.000000 -1.105113 4.218977 1.332143 4.671811 0.000000 0.000000 0.000000 0.000000 -0.029472 -0.592390 -0.324938 0.975787 -0.218408 -0.011423 0.002557
25.557625 nan nan nan nan nan nan nan 13.173937 0.564666 0.701047 -1.651210 4.645760 1.660265 0.888903 -1.506281 0.307291 0.883094 0.104188 -0.446527 0.099517 0.162111 -2.521413 -0.552492 0.000000 0.000000 0.000000 -1.296411 4.169646 1.330847 5.163340 0.000000 0.000000 0.000000 0.000000 0.026976 -0.597068 -0.329704 0.975387 -0.220088 -0.013175 0.002973
25.568321 nan nan nan nan nan nan nan 12.149883 -0.306259 8.039308 -1.617653 4.840177 1.724183 0.890637 -1.533250 0.301381 0.892799 0.092640 -0.428139 0.104999 0.200235 -2.526412 -0.537064 0.000000 0.000000 0.000000 -1.447598 4.136311 1.321864 5.683107 0.000000 0.000000 0.000000 0.000000 0.074695 -0.607151 -0.332143 0.975116 -0.221065 -0.016280 0.003691
25.579013 nan nan nan nan nan nan nan 6.567827 -1.215467 3.462166 -1.466381 4.994112 1.584629 0.892778 -1.560263 0.295639 0.901971 0.080360 -0.409741 0.110010 0.217741 -2.528357 -0.518602 0.000000 0.000000 0.000000 -1.541573 4.160662 1.329149 6.161100 0.000000 0.000000 0.000000 0.000000 0.108870 -0.630407 -0.338644 0.974892 -0.221935 -0.017741 0.004039
25.589826 nan nan nan nan nan nan nan 6.811878 2.129460 12.460927 -1.461055 4.917411 1.658667 0.895132 -1.587602 0.290032 0.910782 0.067402 -0.390824 0.114848 0.237094 -2.529589 -0.516896 0.000000 0.000000 0.000000 -1.573751 4.177578 1.322096 6.662204 0.000000 0.000000 0.000000 0.000000 0.128746 -0.652535 -0.341612 0.974807 -0.222168 -0.019315 0.004402
25.600431 nan nan nan nan nan nan nan 8.757103 -3.275539 3.108054 -1.331089 4.931792 1.611794 0.897647 -1.614428 0.284550 0.918917 0.054501 -0.371966 0.119429 0.236825 -2.531665 -0.503202 0.000000 0.000000 0.000000 -1.540517 4.220691 1.318996 7.098311 0.000000 0.000000 0.000000 0.000000 0.131802 -0.679876 -0.345481 0.974642 -0.222889 -0.019334 0.004421
25.611176 nan nan nan nan nan nan nan 8.522623 0.519205 10.951164 -1.488752 4.810348 1.631502 0.900191 -1.641631 0.279143 0.926663 0.041538 -0.352392 0.124058 0.246842 -2.534054 -0.503495 0.000000 0.000000 0.000000 -1.507946 4.253574 1.317076 7.560128 0.000000 0.000000 0.000000 0.000000 0.135408 -0.706149 -0.349679 0.974568 -0.223139 -0.020147 0.004613
25.621827 nan nan nan nan nan nan nan 10.209442 -5.134629 6.165862 -1.636296 4.879060 1.599011 0.902821 -1.668621 0.273780 0.933816 0.028806 -0.332584 0.128629 0.250749 -2.533991 -0.488865 0.000000 0.000000 0.000000 -1.508042 4.260563 1.294535 7.972268 0.000000 0.000000 0.000000 0.000000 0.146606 -0.725835 -0.348649 0.974422 -0.223739 -0.020512 0.004710
25.632557 nan nan nan nan nan nan nan 7.259304 -0.882888 11.566076 -1.551072 4.844970 1.612327 0.905511 -1.695811 0.268535 0.940459 0.015996 -0.312381 0.133040 0.270315 -2.543678 -0.480942 0.000000 0.000000 0.000000 -1.523283 4.232193 1.297997 8.395775 0.000000 0.000000 0.000000 0.000000 0.160966 -0.738360 -0.353775 0.974139 -0.224809 -0.022111 0.005103
25.643161 nan nan nan nan nan nan nan 9.410297 -5.881137 8.824097 -1.660798 4.885452 1.542550 0.908378 -1.722784 0.263435 0.946391 0.003264 -0.292372 0.137306 0.274863 -2.546426 -0.462849 0.000000 0.000000 0.000000 -1.560747 4.222694 1.273349 8.760690 0.000000 0.000000 0.000000 0.000000 0.181031 -0.754400 -0.351939 0.973912 -0.225743 -0.022540 0.005224
25.653930 nan nan nan nan nan nan nan 6.500833 -3.928733 12.776757 -1.684234 4.805554 1.564389 0.911338 -1.750207 0.258450 0.951822 -0.009813 -0.271944 0.141367 0.294112 -2.559649 -0.446486 0.000000 0.000000 0.000000 -1.628036 4.193243 1.258087 9.128707 0.000000 0.000000 0.000000 0.000000 0.207933 -0.767087 -0.352104 0.973491 -0.227379 -0.024137 0.005638
25.664453 nan nan nan nan nan nan nan 8.702072 -5.012604 13.616578 -1.706606 4.889180 1.537223 0.914432 -1.777142 0.253752 0.956514 -0.022878 -0.252014 0.145078 0.301318 -2.569119 -0.423583 0.000000 0.000000 0.000000 -1.673954 4.202841 1.236525 9.444305 0.000000 0.000000 0.000000 0.000000 0.229583 -0.788299 -0.350590 0.973096 -0.228987 -0.024790 0.005833
25.675203 nan nan nan nan nan nan nan 5.802179 -3.521982 13.118906 -1.849888 4.740039 1.575574 0.917672 -1.804760 0.249198 0.960731 -0.036425 -0.231486 0.148603 0.314748 -2.581640 -0.394294 0.000000 0.000000 0.000000 -1.716965 4.173516 1.228005 9.741897 0.000000 0.000000 0.000000 0.000000 0.250332 -0.800948 -0.352194 0.972573 -0.231060 -0.025969 0.006170
25.685927 nan nan nan nan nan nan nan 6.211322 -5.242299 13.657253 -1.806744 4.789575 1.528701 0.921047 -1.832445 0.244970 0.964295 -0.050104 -0.211048 0.151935 0.320643 -2.589793 -0.365179 0.000000 0.000000 0.000000 -1.767265 4.158515 1.207923 10.000000 0.000000 0.000000 0.000000 0.000000 0.273384 -0.816638 -0.350941 0.972136 -0.232823 -0.026548 0.006358
25.696661 nan nan nan nan nan nan nan 4.727879 -3.332963 9.266738 -1.869596 4.554677 1.516450 0.924489 -1.860244 0.241050 0.967240 -0.063989 -0.190582 0.155018 0.330393 -2.598149 -0.334555 0.000000 0.000000 0.000000 -1.809854 4.094716 1.198966 10.000000 0.000000 0.000000 0.000000 0.000000 0.294516 -0.820602 -0.352333 0.971665 -0.234669 -0.027453 0.006630
25.707336 nan nan nan nan nan nan nan 4.416834 -4.177569 13.410810 -1.958548 4.450811 1.452532 0.928016 -1.887979 0.237479 0.969499 -0.077917 -0.170479 0.157920 0.339056 -2.604001 -0.315431 0.000000 0.000000 0.000000 -1.863468 4.025501 1.173470 10.000000 0.000000 0.000000 0.000000 0.000000 0.319058 -0.822937 -0.349581 0.971341 -0.235909 -0.028235 0.006857
25.718021 nan nan nan nan nan nan nan 3.514805 -2.914249 7.299979 -1.848823 4.213249 1.421639 0.931639 -1.915803 0.234108 0.971107 -0.092006 -0.150667 0.160577 0.347108 -2.608133 -0.292860 0.000000 0.000000 0.000000 -1.894402 3.900740 1.149572 10.000000 0.000000 0.000000 0.000000 0.000000 0.338065 -0.811222 -0.347107 0.971012 -0.237161 -0.028988 0.007080
25.728777 nan nan nan nan nan nan nan 3.189404 -3.974194 12.324546 -1.850421 4.014571 1.346003 0.935372 -1.943856 0.230958 0.972055 -0.106169 -0.131324 0.163068 0.356617 -2.609542 -0.285258 0.000000 0.000000 0.000000 -1.897569 3.769839 1.107932 10.000000 0.000000 0.000000 0.000000 0.000000 0.350967 -0.797843 -0.340170 0.970867 -0.237646 -0.029811 0.007297
25.739428 nan nan nan nan nan nan nan 2.581671 -3.490878 6.077334 -1.706606 3.754106 1.342274 0.939170 -1.971650 0.227920 0.972394 -0.120008 -0.112799 0.165300 0.363580 -2.611067 -0.270727 0.000000 0.000000 0.000000 -1.879850 3.585227 1.076147 10.000000 0.000000 0.000000 0.000000 0.000000 0.358126 -0.770154 -0.335491 0.970659 -0.238407 -0.030455 0.007480
25.750127 nan nan nan nan nan nan nan 3.646400 -3.854561 8.702072 -1.570780 3.492043 1.303923 0.943060 -1.999586 0.225024 0.972155 -0.133573 -0.095097 0.167420 0.374384 -2.612904 -0.273166 0.000000 0.000000 0.000000 -1.824282 3.399509 1.043449 10.000000 0.000000 0.000000 0.000000 0.000000 0.356182 -0.741851 -0.330503 0.970597 -0.238538 -0.031342 0.007703
25.760814 nan nan nan nan nan nan nan 6.790344 -1.906943 5.036531 -1.240538 3.106938 1.365711 0.947061 -2.027510 0.222104 0.971425 -0.146588 -0.078307 0.169448 0.387144 -2.612337 -0.270568 0.000000 0.000000 0.000000 -1.689486 3.171092 1.041301 10.000000 0.000000 0.000000 0.000000 0.000000 0.333886 -0.702249 -0.333019 0.970523 -0.238684 -0.032421 0.007973
25.771522 nan nan nan nan nan nan nan 9.936680 -0.105277 4.866652 -0.670604 2.563637 1.697018 0.951207 -2.055483 0.219207 0.970290 -0.158656 -0.062517 0.171633 0.411019 -2.606142 -0.283553 0.000000 0.000000 0.000000 -1.463950 2.896715 1.113423 10.000000 0.000000 0.000000 0.000000 0.000000 0.288851 -0.651237 -0.354118 0.970667 -0.237812 -0.034361 0.008418
25.782190 nan nan nan nan nan nan nan 10.888955 3.502841 6.299850 0.354211 1.909545 2.170542 0.955592 -2.083286 0.216182 0.968835 -0.169228 -0.047915 0.174426 0.444989 -2.588295 -0.299100 0.000000 0.000000 0.000000 -1.044612 2.559744 1.303774 10.000000 0.000000 0.000000 0.000000 0.000000 0.194704 -0.584300 -0.404986 0.971006 -0.235979 -0.037154 0.009029
25.792896 nan nan nan nan nan nan nan 6.838197 -2.172527 5.412177 0.623731 1.540952 2.476815 0.960356 -2.110996 0.212980 0.967199 -0.177346 -0.034430 0.178577 0.484555 -2.557906 -0.321937 0.000000 0.000000 0.000000 -0.583318 2.207506 1.554121 10.000000 0.000000 0.000000 0.000000 0.000000 0.088750 -0.512737 -0.471464 0.971602 -0.232945 -0.040407 0.009688
25.803598 nan nan nan nan nan nan nan 1.275283 -1.655715 7.780902 0.748904 0.923612 2.373482 0.965541 -2.138371 0.209535 0.965461 -0.182741 -0.022085 0.184398 0.521072 -2.534406 -0.344200 0.000000 0.000000 0.000000 -0.119758 1.791544 1.792997 10.000000 0.000000 0.000000 0.000000 0.000000 -0.020943 -0.423154 -0.535751 0.972064 -0.230445 -0.043379 0.010284
25.814326 nan nan nan nan nan nan nan 3.076949 -4.337877 4.735057 0.791516 0.486841 2.385200 0.971131 -2.165560 0.205842 0.963693 -0.185328 -0.011167 0.191896 0.544494 -2.515374 -0.361192 0.000000 0.000000 0.000000 0.292250 1.361128 2.017706 10.000000 0.000000 0.000000 0.000000 0.000000 -0.120775 -0.326768 -0.597161 0.972435 -0.228486 -0.045284 0.010640
25.824997 nan nan nan nan nan nan nan 2.574493 -4.869045 4.438368 0.905502 0.109193 2.260027 0.976942 -2.192401 0.201988 0.961915 -0.185324 -0.001874 0.200925 0.567223 -2.511499 -0.380558 0.000000 0.000000 0.000000 0.617043 0.951807 2.151527 10.000000 0.000000 0.000000 0.000000 0.000000 -0.202326 -0.233059 -0.636371 0.972564 -0.227563 -0.047047 0.011008
25.835718 nan nan nan nan nan nan nan 0.789575 -3.143944 6.414698 0.901241 -0.191753 2.166814 0.983023 -2.219327 0.197908 0.960139 -0.183173 0.005836 0.211061 0.585821 -2.509786 -0.398830 0.000000 0.000000 0.000000 0.747900 0.586659 2.163941 10.000000 0.000000 0.000000 0.000000 0.000000 -0.237564 -0.147954 -0.645603 0.972658 -0.226847 -0.048463 0.011303
25.846370 nan nan nan nan nan nan nan 0.780004 -4.112967 6.522367 1.011499 -0.509745 2.011281 0.989263 -2.246061 0.193660 0.958342 -0.179927 0.011786 0.221514 0.603174 -2.511793 -0.416241 0.000000 0.000000 0.000000 0.830748 0.225818 2.088430 10.000000 0.000000 0.000000 0.000000 0.000000 -0.262036 -0.061790 -0.632811 0.972685 -0.226439 -0.049759 0.011584
25.857139 nan nan nan nan nan nan nan 0.370861 -2.495535 5.141807 1.067428 -0.908698 1.871194 0.995759 -2.273111 0.189177 0.956571 -0.175764 0.015965 0.232002 0.615820 -2.515894 -0.430844 0.000000 0.000000 0.000000 0.896338 -0.097438 2.004577 10.000000 0.000000 0.000000 0.000000 0.000000 -0.283075 0.017300 -0.617758 0.972669 -0.226293 -0.050678 0.011790
25.867993 nan nan nan nan nan nan nan 0.313437 -3.208545 7.553600 1.196861 -1.245865 1.787036 1.002443 -2.300418 0.184501 0.954842 -0.170802 0.018498 0.242406 0.624756 -2.516730 -0.447029 0.000000 0.000000 0.000000 0.975834 -0.401376 1.904857 10.000000 0.000000 0.000000 0.000000 0.000000 -0.307817 0.093462 -0.598537 0.972736 -0.225856 -0.051298 0.011911
25.878501 nan nan nan nan nan nan nan -0.150737 -3.751677 5.261440 1.341209 -1.508460 1.675712 1.009008 -2.326864 0.179803 0.953269 -0.165199 0.019436 0.252211 0.635487 -2.519537 -0.460772 0.000000 0.000000 0.000000 1.062194 -0.683917 1.808317 10.000000 0.000000 0.000000 0.000000 0.000000 -0.335002 0.165719 -0.579606 0.972742 -0.225647 -0.052066 0.012078
25.889133 nan nan nan nan nan nan nan 0.791968 -2.605597 6.795129 1.510591 -1.841898 1.568650 1.015764 -2.353652 0.174904 0.951782 -0.158702 0.018981 0.261848 0.643023 -2.523013 -0.476611 0.000000 0.000000 0.000000 1.180481 -0.969115 1.712476 10.000000 0.000000 0.000000 0.000000 0.000000 -0.370739 0.240368 -0.560617 0.972767 -0.225418 -0.052557 0.012179
25.899805 nan nan nan nan nan nan nan 0.820679 -3.565050 5.572485 1.629904 -2.125267 1.466914 1.022627 -2.380577 0.169818 0.950416 -0.151168 0.017157 0.271226 0.651819 -2.524588 -0.489073 0.000000 0.000000 0.000000 1.303583 -1.247599 1.626800 10.000000 0.000000 0.000000 0.000000 0.000000 -0.408541 0.314648 -0.543871 0.972789 -0.225170 -0.053180 0.012310
25.910633 nan nan nan nan nan nan nan 0.449818 -2.792224 5.912241 1.677843 -2.498121 1.374233 1.029685 -2.407914 0.164522 0.949128 -0.142465 0.013982 0.280472 0.662577 -2.528928 -0.506808 0.000000 0.000000 0.000000 1.425721 -1.521481 1.549561 10.000000 0.000000 0.000000 0.000000 0.000000 -0.447096 0.389178 -0.529004 0.972801 -0.224936 -0.053905 0.012464
25.921475 nan nan nan nan nan nan nan 0.294296 -2.658235 6.859731 1.701279 -2.700528 1.303923 1.036868 -2.435332 0.159027 0.947894 -0.132685 0.009517 0.289484 0.671826 -2.530659 -0.522387 0.000000 0.000000 0.000000 1.528688 -1.773024 1.472897 10.000000 0.000000 0.000000 0.000000 0.000000 -0.481553 0.459563 -0.514023 0.972844 -0.224593 -0.054534 0.012590
25.932131 nan nan nan nan nan nan nan 0.177056 -3.005170 5.675369 1.757207 -2.979103 1.202188 1.044027 -2.462299 0.153461 0.946690 -0.122142 0.003961 0.298066 0.680665 -2.534589 -0.537406 0.000000 0.000000 0.000000 1.613836 -2.029225 1.396177 10.000000 0.000000 0.000000 0.000000 0.000000 -0.512249 0.532333 -0.498680 0.972847 -0.224428 -0.055121 0.012716
25.942805 nan nan nan nan nan nan nan 0.459389 -2.713266 8.223542 1.828582 -3.303486 1.141466 1.051293 -2.489353 0.147725 0.945447 -0.110717 -0.002814 0.306371 0.688398 -2.538576 -0.553192 0.000000 0.000000 0.000000 1.679555 -2.285738 1.325856 10.000000 0.000000 0.000000 0.000000 0.000000 -0.538646 0.606553 -0.484672 0.972861 -0.224242 -0.055612 0.012818
